magazine,issue_id,type,detail,work,field,value,fixed,note
kirara-miracle,kirara-miracle-2016-06,center_count,2 作,全裸.zip,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-07,center_count,2 作,ビビッド・モンスターズ・クロニクル,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-07,center_count,2 作,かんきつパンチ!,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-08,center_count,1 作,カラフル・マキアート!-魔法少女は戦わない。-,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-08,center_count,1 作,魔王城のお姫様,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-08,center_count,1 作,ハロー⭐︎しーきゅー,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-09,center_count,2 作,幸腹グラフィティ,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-09,center_count,2 作,あじさい*プラネット,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-10,center_count,2 作,幸腹グラフィティ,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-10,center_count,2 作,マオウ上のお姫様,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2016-11,center_count,3 作,カラフル・マキアート!ー魔法少女は戦わない。ー,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-02,center_count,2 作,ビビッド・モンスターズ・クロニクル,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-02,center_count,2 作,音無さんは破壊神!,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-04,center_count,3 作,カラフル・マキアート!ー魔法少女は戦わない。ー,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-05,center_count,2 作,広がる地図とホウキ星,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-05,center_count,2 作,解決!オバケカプリチオ!!,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-06,center_count,3 作,お願い!ロイヤルニート,is_center,TRUE,OK,取得漏れ理由不明
kirara-miracle,kirara-miracle-2017-07,top_not_rank1,rank=2,,,,OK,「うらら迷路帖」AJイベントレポートが巻頭なので問題なし
kirara-miracle,kirara-miracle-2017-01,center_count,3 作,ラストピア,is_center,TRUE,OK,取得漏れ理由不明
